,race_id,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,sec_time1,sec_time2,sec_time3,sec_time4,time1,time2,time3,time4,place_combination1,place_combination2,place_combination3,place_dividend1,place_dividend2,place_dividend3
4091,4091,0,2,0,0,1200,1,60-40,725000.0,4,24.11,23.11,23.12,,24.11,47.22,70.34,,10,4,8.0,15.5,20.0,172.5
4092,4092,0,3,0,0,1400,1,40-0,550000.0,5,13.67,21.83,23.69,24.26,13.67,35.5,59.19,83.45,5,1,12.0,84.0,37.5,41.0
4093,4093,0,4,0,1,1650,1,60-40,725000.0,4,29.25,24.19,23.56,23.39,29.25,53.44,77.0,100.39,1,6,7.0,14.5,39.0,67.0
4094,4094,0,5,0,0,1400,1,60-40,725000.0,4,13.58,22.17,23.55,23.84,13.58,35.75,59.3,83.14,11,9,4.0,73.0,13.0,18.5
4095,4095,0,6,0,0,1400,1,60-40,725000.0,4,13.44,21.58,24.33,23.69,13.44,35.02,59.35,83.04,5,10,6.0,89.0,223.5,34.0
4096,4096,0,7,0,0,1200,1,80-60,1000000.0,3,24.34,22.69,23.37,,24.34,47.03,70.4,,12,1,4.0,78.0,31.0,10.1
4097,4097,0,8,0,0,1600,1,80-60,1000000.0,3,24.77,23.2,24.45,23.37,24.77,47.97,72.42,95.79,10,1,8.0,15.5,22.0,18.0
4098,4098,0,9,0,0,1400,1,80-60,1000000.0,3,13.64,21.91,23.58,23.23,13.64,35.55,59.13,82.36,3,9,8.0,27.0,43.5,19.5
4099,4099,0,10,0,0,1400,1,105-80,1400000.0,2,13.8,22.64,23.38,22.9,13.8,36.44,59.82,82.72,5,7,8.0,65.5,53.0,31.5
4100,4100,1,1,4,0,1800,1,40-0,550000.0,5,13.7,23.28,25.7,24.81,13.7,36.98,62.68,87.49,4,11,12.0,20.5,32.5,27.5
4101,4101,1,2,4,0,1650,1,60-40,725000.0,4,27.81,25.44,24.78,22.87,27.81,53.25,78.03,100.9,7,1,9.0,12.5,69.0,13.0
4102,4102,1,3,4,0,1200,1,60-40,725000.0,4,24.0,22.86,23.33,,24.0,46.86,70.19,,7,6,12.0,18.5,15.5,18.5
4103,4103,1,4,4,0,1800,1,60-40,725000.0,4,13.77,23.77,26.22,24.89,13.77,37.54,63.76,88.65,7,6,11.0,14.5,18.5,21.0
4104,4104,1,5,4,0,1000,1,80-60,1000000.0,3,12.84,21.42,22.59,,12.84,34.26,56.85,,5,12,1.0,23.5,26.5,41.0
4105,4105,1,6,4,0,1800,1,80-60,1000000.0,3,13.72,23.41,25.12,24.77,13.72,37.13,62.25,87.02,11,7,2.0,36.5,37.5,42.5
4106,4106,1,7,4,0,1200,1,80-60,1000000.0,3,23.48,23.03,23.04,,23.48,46.51,69.55,,5,12,6.0,14.0,20.0,48.0
4107,4107,1,8,4,0,1200,1,105-80,1400000.0,2,23.78,23.52,22.59,,23.78,47.3,69.89,,4,8,1.0,17.5,19.0,30.0
4108,4108,0,1,1,0,1200,1,40-15,550000.0,5,23.75,23.16,23.89,,23.75,46.91,70.8,,4,13,9.0,34.5,82.5,59.0
4109,4109,0,2,1,0,1000,1,60-40,725000.0,4,13.41,21.39,22.58,,13.41,34.8,57.38,,4,8,1.0,17.0,12.5,14.0
4110,4110,0,3,1,0,1200,1,60-40,725000.0,4,24.09,22.95,23.53,,24.09,47.04,70.57,,4,14,9.0,40.0,22.0,16.0
4111,4111,0,4,1,0,1200,1,80-60,1000000.0,3,24.0,22.53,22.9,,24.0,46.53,69.43,,8,3,10.0,17.5,12.5,13.5
4112,4112,0,5,1,0,1600,1,60-40,725000.0,4,24.52,23.7,24.03,23.53,24.52,48.22,72.25,95.78,3,9,7.0,16.0,44.5,34.0
4113,4113,0,6,1,0,1600,1,80-60,1000000.0,3,24.44,23.39,24.05,23.1,24.44,47.83,71.88,94.98,10,3,4.0,16.5,26.0,18.0
4114,4114,0,7,1,0,1600,1,G,6000000.0,11,24.09,22.44,23.72,23.18,24.09,46.53,70.25,93.43,3,2,9.0,11.5,15.0,58.5
4115,4115,0,8,1,0,1600,1,G,8000000.0,11,24.95,22.61,23.44,22.91,24.95,47.56,71.0,93.91,9,5,7.0,28.5,75.5,36.5
4116,4116,0,9,1,0,1400,1,85-60,1000000.0,3,13.81,23.12,23.55,22.49,13.81,36.93,60.48,82.97,1,6,8.0,33.0,14.5,21.0
4117,4117,0,10,1,0,1800,1,100-80,1400000.0,2,14.03,23.14,24.53,24.09,14.03,37.17,61.7,85.79,4,3,11.0,24.5,28.0,25.0
4118,4118,1,1,5,0,1000,1,40-0,550000.0,5,12.86,21.92,22.74,,12.86,34.78,57.52,,3,8,7.0,34.5,16.0,16.5
4119,4119,1,2,5,0,1650,1,40-15,550000.0,5,28.33,24.86,25.19,22.86,28.33,53.19,78.38,101.24,1,7,9.0,19.5,25.0,14.5
4120,4120,1,3,5,0,1650,1,60-40,725000.0,4,28.36,24.59,23.94,23.69,28.36,52.95,76.89,100.58,3,10,1.0,18.0,32.0,27.5
4121,4121,1,4,5,0,1200,1,60-40,725000.0,4,23.77,22.8,23.05,,23.77,46.57,69.62,,10,6,8.0,14.0,22.0,44.0
4122,4122,1,5,5,0,1650,1,60-40,725000.0,4,28.38,25.45,23.88,23.28,28.38,53.83,77.71,100.99,6,1,4.0,19.0,14.5,101.5
4123,4123,1,6,5,0,1200,1,80-60,1000000.0,3,23.97,23.36,22.78,,23.97,47.33,70.11,,11,9,6.0,30.5,20.5,18.5
4124,4124,1,7,5,0,1650,1,100-80,1400000.0,2,28.42,24.67,24.59,22.57,28.42,53.09,77.68,100.25,7,10,12.0,29.0,16.0,65.5
4125,4125,1,8,5,0,1650,1,80-60,1000000.0,3,28.8,24.31,24.02,23.24,28.8,53.11,77.13,100.37,7,9,2.0,22.5,19.0,27.5
4126,4126,0,1,0,1,1650,1,40-0,550000.0,5,27.88,23.53,23.8,24.33,27.88,51.41,75.21,99.54,14,3,13.0,32.0,16.0,24.0
4127,4127,0,2,0,1,1200,1,60-40,725000.0,4,23.44,22.47,23.09,,23.44,45.91,69.0,,9,5,7.0,14.5,19.0,104.0
4128,4128,0,3,3,0,1200,0,60-40,725000.0,4,24.25,22.59,22.89,,24.25,46.84,69.73,,2,3,1.0,12.5,17.5,17.0
4129,4129,0,4,3,0,1400,0,60-40,725000.0,4,13.61,21.62,24.03,23.92,13.61,35.23,59.26,83.18,12,10,2.0,47.5,32.5,11.5
4130,4130,0,5,3,0,2000,0,60-35,725000.0,4,26.16,24.34,24.84,24.61,26.16,50.5,75.34,99.95,6,14,3.0,21.5,22.0,72.0
4131,4131,0,6,0,1,1800,1,80-60,1000000.0,3,13.66,22.28,24.0,24.73,13.66,35.94,59.94,84.67,14,10,13.0,15.0,61.5,42.0
4132,4132,0,7,3,0,1000,0,G,6000000.0,11,13.02,20.47,22.37,,13.02,33.49,55.86,,6,8,4.0,13.5,97.0,30.5
4133,4133,0,8,3,0,1400,0,80-60,1000000.0,3,13.7,22.06,23.34,23.36,13.7,35.76,59.1,82.46,5,7,4.0,15.0,68.5,181.5
4134,4134,0,9,3,0,1200,0,80-60,1000000.0,3,23.47,22.55,23.72,,23.47,46.02,69.74,,10,6,3.0,13.5,25.5,22.0
4135,4135,0,10,3,0,1200,0,100-80,1400000.0,2,23.89,22.62,22.73,,23.89,46.51,69.24,,6,3,1.0,14.5,14.0,24.5
4136,4136,0,1,4,0,1200,1,60-40,725000.0,4,23.95,23.38,22.97,,23.95,47.33,70.3,,9,1,10.0,48.5,13.0,21.5
4137,4137,0,2,4,0,1600,1,60-40,725000.0,4,24.75,22.69,23.59,24.59,24.75,47.44,71.03,95.62,14,13,1.0,43.5,32.5,21.5
4138,4138,0,3,4,0,1800,1,40-15,550000.0,5,14.14,22.75,24.52,24.53,14.14,36.89,61.41,85.94,10,1,11.0,21.5,25.5,49.5
4139,4139,0,4,4,0,1200,1,60-40,725000.0,4,24.38,23.0,22.81,,24.38,47.38,70.19,,9,7,10.0,14.5,40.5,101.0
4140,4140,0,5,4,0,1400,1,40-15,550000.0,5,13.56,22.44,23.56,23.81,13.56,36.0,59.56,83.37,9,11,3.0,70.0,22.5,31.5
4141,4141,0,6,4,0,1400,1,60-40,725000.0,4,13.89,22.38,23.38,23.38,13.89,36.27,59.65,83.03,7,12,5.0,18.5,21.0,45.5
4142,4142,0,7,4,0,1000,1,80-60,1000000.0,3,13.16,20.2,22.23,,13.16,33.36,55.59,,1,7,10.0,11.0,26.5,15.0
4143,4143,0,8,4,0,1800,1,90+,2500000.0,13,14.0,21.78,23.86,23.8,14.0,35.78,59.64,83.44,1,8,6.0,13.0,23.5,25.5
4144,4144,0,9,4,0,1400,1,110-85,2000000.0,1,14.16,22.88,23.03,22.44,14.16,37.04,60.07,82.51,14,12,1.0,14.0,130.0,18.5
4145,4145,0,10,4,0,1400,1,80-60,1000000.0,3,13.74,22.55,24.11,22.91,13.74,36.29,60.4,83.31,3,10,6.0,13.5,95.5,30.0
4146,4146,0,11,4,0,1600,1,90-70,1400000.0,2,25.11,23.47,23.39,23.13,25.11,48.58,71.97,95.1,4,9,5.0,16.5,32.0,18.0
4147,4147,1,1,0,0,1000,1,100-80,1400000.0,2,12.72,21.7,22.38,,12.72,34.42,56.8,,4,1,,21.5,27.5,
4148,4148,1,2,0,0,1650,1,40-0,550000.0,5,27.74,24.17,25.11,24.53,27.74,51.91,77.02,101.55,9,2,5.0,15.5,34.0,17.5
4149,4149,1,3,0,0,1800,1,60-40,725000.0,4,13.53,22.78,24.7,24.92,13.53,36.31,61.01,85.93,8,3,1.0,30.5,42.0,18.0
4150,4150,1,4,0,0,1000,1,60-40,725000.0,4,12.59,21.3,23.36,,12.59,33.89,57.25,,1,7,5.0,22.5,11.5,23.5
4151,4151,1,5,0,0,1200,1,40-15,550000.0,5,24.0,23.42,23.76,,24.0,47.42,71.18,,8,10,4.0,13.5,47.0,27.5
4152,4152,1,6,0,0,1200,1,60-40,725000.0,4,23.53,22.36,24.16,,23.53,45.89,70.05,,12,11,9.0,12.0,74.5,44.0
4153,4153,1,7,0,0,1200,1,80-60,1000000.0,3,23.83,23.56,23.13,,23.83,47.39,70.52,,3,4,2.0,18.0,16.0,11.5
4154,4154,1,8,0,0,1200,1,80-60,1000000.0,3,23.86,22.84,23.11,,23.86,46.7,69.81,,2,7,11.0,14.5,16.5,16.0
4155,4155,1,9,0,0,1800,1,80-60,1000000.0,3,13.38,23.72,25.58,24.74,13.38,37.1,62.68,87.42,10,12,9.0,27.5,15.0,17.5
4156,4156,0,1,5,0,1600,1,40-15,550000.0,5,24.66,24.02,24.66,23.7,24.66,48.68,73.34,97.04,4,12,2.0,30.5,37.0,34.0
4157,4157,0,2,5,0,1000,1,60-40,725000.0,4,13.22,20.83,22.85,,13.22,34.05,56.9,,2,6,1.0,12.5,23.0,26.0
4158,4158,0,3,0,1,1200,1,60-40,725000.0,4,23.5,22.28,23.98,,23.5,45.78,69.76,,7,3,1.0,13.0,21.0,24.5
4159,4159,0,4,5,0,1400,1,60-40,725000.0,4,13.66,22.66,24.3,23.23,13.66,36.32,60.62,83.85,6,1,3.0,22.0,12.0,25.0
4160,4160,0,5,5,0,1200,1,80-60,1000000.0,3,23.97,23.42,23.05,,23.97,47.39,70.44,,11,6,10.0,38.0,30.0,17.5
4161,4161,0,6,5,0,1600,1,60-40,725000.0,4,24.61,23.3,24.17,23.58,24.61,47.91,72.08,95.66,12,3,8.0,18.0,14.0,16.5
4162,4162,0,7,0,1,1200,1,80-60,1000000.0,3,23.64,22.3,23.06,,23.64,45.94,69.0,,9,2,8.0,12.0,95.5,25.0
4163,4163,0,8,0,1,1200,1,105-80,1400000.0,2,23.5,22.17,23.03,,23.5,45.67,68.7,,7,4,5.0,16.5,25.5,16.5
4164,4164,0,9,5,0,1400,1,80-60,1000000.0,3,13.81,22.58,23.48,23.21,13.81,36.39,59.87,83.08,7,8,4.0,20.0,37.5,12.5
4165,4165,0,10,5,0,1600,1,80-60,1000000.0,3,24.77,23.53,23.84,23.11,24.77,48.3,72.14,95.25,6,12,2.0,12.5,23.0,20.0
4166,4166,1,1,2,0,1000,1,40-15,550000.0,5,12.7,21.55,23.51,,12.7,34.25,57.76,,11,9,3.0,13.5,32.5,37.5
4167,4167,1,2,2,0,1200,1,60-40,725000.0,4,24.0,23.11,23.01,,24.0,47.11,70.12,,3,10,1.0,20.0,56.5,16.0
4168,4168,1,3,2,0,1200,1,60-40,725000.0,4,23.84,23.36,23.56,,23.84,47.2,70.76,,2,4,12.0,19.5,143.0,18.0
4169,4169,1,4,2,0,1650,1,60-40,725000.0,4,27.84,24.25,24.38,24.33,27.84,52.09,76.47,100.8,4,12,1.0,26.0,108.5,21.5
4170,4170,1,5,2,0,1650,1,60-40,725000.0,4,28.24,23.73,24.7,24.32,28.24,51.97,76.67,100.99,11,6,5.0,32.5,25.5,36.5
4171,4171,1,6,2,0,1000,1,80-60,1000000.0,3,12.66,21.58,23.16,,12.66,34.24,57.4,,1,12,5.0,17.0,50.0,137.5
4172,4172,1,7,2,0,1200,1,80-60,1000000.0,3,23.94,22.25,23.83,,23.94,46.19,70.02,,2,1,3.0,24.0,44.5,17.0
4173,4173,1,8,2,0,1650,1,85-60,1000000.0,3,27.78,24.53,25.08,23.84,27.78,52.31,77.39,101.23,1,4,11.0,14.0,31.5,34.0
4174,4174,0,1,0,0,1400,1,40-15,550000.0,5,13.53,21.77,23.86,24.32,13.53,35.3,59.16,83.48,4,10,5.0,19.0,97.0,26.0
4175,4175,0,2,0,0,1200,1,60-40,725000.0,4,24.47,22.75,22.82,,24.47,47.22,70.04,,4,11,14.0,219.0,69.5,16.5
4176,4176,0,3,0,0,1400,1,60-40,725000.0,4,13.34,21.98,23.88,23.89,13.34,35.32,59.2,83.09,7,5,1.0,17.0,24.5,17.0
4177,4177,0,4,0,0,1800,1,60-40,725000.0,4,14.25,22.41,24.25,24.52,14.25,36.66,60.91,85.43,2,9,10.0,17.0,79.0,107.0
4178,4178,0,5,0,0,1200,1,80-60,1000000.0,3,23.98,22.28,23.21,,23.98,46.26,69.47,,1,13,9.0,11.0,52.0,213.0
4179,4179,0,6,0,0,1600,1,80-60,1000000.0,3,24.59,23.75,24.09,22.98,24.59,48.34,72.43,95.41,12,10,5.0,12.0,13.5,21.5
4180,4180,0,7,0,0,1200,1,G,6000000.0,11,24.09,22.83,22.45,,24.09,46.92,69.37,,1,3,2.0,18.5,16.0,11.5
4181,4181,0,8,0,0,1800,1,G,6000000.0,11,13.95,22.34,25.11,24.58,13.95,36.29,61.4,85.98,3,2,4.0,12.5,11.0,50.5
4182,4182,0,9,0,0,1600,1,105-80,1400000.0,2,24.56,23.02,24.24,23.23,24.56,47.58,71.82,95.05,11,13,4.0,14.0,81.5,16.5
4183,4183,0,10,0,0,1400,1,80-60,1000000.0,3,13.84,22.88,22.81,23.37,13.84,36.72,59.53,82.9,5,6,12.0,40.5,17.0,19.0
4184,4184,1,1,4,0,1200,1,40-15,550000.0,5,24.34,23.3,23.01,,24.34,47.64,70.65,,7,11,5.0,18.0,28.5,37.5
4185,4185,1,2,4,0,1800,1,40-0,550000.0,5,13.88,23.5,25.52,24.8,13.88,37.38,62.9,87.7,5,9,11.0,26.5,33.5,16.5
4186,4186,1,3,4,0,1000,1,60-40,725000.0,4,12.81,21.83,23.07,,12.81,34.64,57.71,,5,3,4.0,12.5,13.0,29.0
4187,4187,1,4,4,0,1200,1,60-40,725000.0,4,23.81,24.06,23.11,,23.81,47.87,70.98,,5,7,11.0,19.5,17.5,17.0
4188,4188,1,5,4,0,1650,1,60-40,725000.0,4,28.19,24.22,24.42,23.67,28.19,52.41,76.83,100.5,10,11,4.0,17.0,28.5,35.5
4189,4189,1,6,4,0,1200,1,80-60,1000000.0,3,24.39,23.59,22.62,,24.39,47.98,70.6,,7,11,2.0,14.0,16.5,30.0
4190,4190,1,7,4,0,1650,1,80-60,1000000.0,3,27.78,23.55,25.45,23.55,27.78,51.33,76.78,100.33,1,4,2.0,21.5,12.0,27.0
4191,4191,1,8,4,0,1800,1,100-80,1400000.0,2,13.75,23.06,24.7,25.2,13.75,36.81,61.51,86.71,11,8,7.0,16.5,22.0,46.5
4192,4192,0,1,0,1,1200,1,40-0,550000.0,5,23.53,22.25,23.51,,23.53,45.78,69.29,,6,5,4.0,20.0,36.5,28.5
4193,4193,0,2,0,1,1650,1,60-40,725000.0,4,28.03,23.39,23.47,23.9,28.03,51.42,74.89,98.79,1,7,11.0,13.0,32.5,70.0
4194,4194,0,3,1,0,1400,1,60-40,725000.0,4,13.83,22.28,23.23,23.44,13.83,36.11,59.34,82.78,5,12,14.0,57.5,22.0,68.0
4195,4195,0,4,1,0,1200,1,60-40,725000.0,4,24.28,23.3,22.41,,24.28,47.58,69.99,,1,5,9.0,16.5,19.0,25.5
4196,4196,0,5,1,0,1200,1,80-60,1000000.0,3,23.84,22.42,23.25,,23.84,46.26,69.51,,5,10,14.0,12.5,27.5,41.0
4197,4197,0,6,1,0,2000,1,80-55,1000000.0,3,25.28,24.66,25.44,24.11,25.28,49.94,75.38,99.49,3,4,14.0,23.0,12.5,14.5
4198,4198,0,7,1,0,2000,1,G,8000000.0,11,26.74,25.23,23.55,22.98,26.74,51.97,75.52,98.5,2,5,3.0,11.5,27.0,21.5
4199,4199,0,8,1,0,1200,1,100-80,1400000.0,2,23.89,22.62,22.78,,23.89,46.51,69.29,,2,11,3.0,10.5,14.0,30.5
4200,4200,0,9,0,1,1650,1,80-60,1000000.0,3,27.74,23.66,23.38,23.61,27.74,51.4,74.78,98.39,13,8,4.0,32.0,17.0,45.0
4201,4201,0,10,1,0,1400,1,100-75,1400000.0,2,13.44,21.91,23.03,23.38,13.44,35.35,58.38,81.76,2,11,8.0,21.0,12.5,39.0
4202,4202,1,1,5,0,1650,1,40-15,550000.0,5,27.66,23.88,25.05,24.09,27.66,51.54,76.59,100.68,6,7,10.0,33.0,62.0,19.5
4203,4203,1,2,5,0,1650,1,60-40,725000.0,4,27.28,24.64,24.5,23.79,27.28,51.92,76.42,100.21,1,2,11.0,30.0,39.0,192.0
4204,4204,1,3,5,0,1000,1,80-60,1000000.0,3,12.67,21.64,22.65,,12.67,34.31,56.96,,2,5,4.0,33.0,15.0,13.0
4205,4205,1,4,5,0,1200,1,60-40,725000.0,4,23.72,22.98,23.24,,23.72,46.7,69.94,,1,10,12.0,15.5,26.5,16.5
4206,4206,1,5,5,0,2200,1,60-35,725000.0,4,14.41,22.84,24.84,25.84,14.41,37.25,62.09,87.93,12,2,9.0,28.0,19.5,92.5
4207,4207,1,6,5,0,1650,1,60-40,725000.0,4,27.59,23.69,25.45,23.82,27.59,51.28,76.73,100.55,11,10,2.0,29.0,17.0,19.0
4208,4208,1,7,5,0,1650,1,80-60,1000000.0,3,27.91,23.53,24.45,24.09,27.91,51.44,75.89,99.98,2,9,12.0,16.5,16.0,18.5
4209,4209,1,8,5,0,1200,1,80-60,1000000.0,3,23.84,23.38,22.82,,23.84,47.22,70.04,,3,1,11.0,70.5,28.5,76.5
4210,4210,0,1,3,0,1600,1,40-15,550000.0,5,24.91,23.42,24.58,23.43,24.91,48.33,72.91,96.34,2,7,5.0,14.5,40.5,21.5
4211,4211,0,2,3,0,1200,1,40-15,550000.0,5,24.44,22.86,23.56,,24.44,47.3,70.86,,4,7,9.0,34.5,19.5,15.5
4212,4212,0,3,3,0,1600,1,60-40,725000.0,4,24.38,23.34,24.81,23.63,24.38,47.72,72.53,96.16,11,8,2.0,34.5,17.0,23.5
4213,4213,0,4,3,0,1200,1,60-40,725000.0,4,24.42,23.41,22.88,,24.42,47.83,70.71,,12,1,8.0,28.5,10.5,52.5
4214,4214,0,5,3,0,1400,1,60-40,725000.0,4,13.69,21.62,23.8,24.11,13.69,35.31,59.11,83.22,12,1,13.0,21.5,11.5,48.5
4215,4215,0,6,3,0,1600,1,80-60,1000000.0,3,24.52,23.05,24.36,23.84,24.52,47.57,71.93,95.77,4,5,7.0,39.0,14.5,66.5
4216,4216,0,7,3,0,1200,1,80-60,1000000.0,3,24.16,22.75,23.22,,24.16,46.91,70.13,,11,3,6.0,13.0,28.0,44.5
4217,4217,0,8,3,0,1400,1,G,2000000.0,13,13.47,21.59,23.25,23.51,13.47,35.06,58.31,81.82,9,6,1.0,13.0,24.0,30.0
4218,4218,0,9,3,0,1400,1,80-60,1000000.0,3,13.62,22.36,23.62,23.19,13.62,35.98,59.6,82.79,3,14,5.0,58.5,62.0,16.5
4219,4219,0,10,3,0,1800,1,105-80,1400000.0,2,13.83,22.97,24.61,24.3,13.83,36.8,61.41,85.71,11,2,4.0,11.5,17.0,19.0
4220,4220,1,1,0,0,1000,1,40-15,550000.0,5,12.98,21.7,23.54,,12.98,34.68,58.22,,5,2,10.0,11.0,22.0,17.5
4221,4221,1,2,0,0,1200,1,60-40,725000.0,4,24.2,23.27,23.81,,24.2,47.47,71.28,,12,11,3.0,27.0,17.5,91.5
4222,4222,1,3,0,0,1000,1,60-40,725000.0,4,12.64,21.33,23.83,,12.64,33.97,57.8,,3,2,6.0,42.5,16.5,85.5
4223,4223,1,4,0,0,1650,1,110-85,2000000.0,1,29.34,26.03,23.25,23.27,29.34,55.37,78.62,101.89,4,5,7.0,13.5,47.0,13.0
4224,4224,1,5,0,0,1650,1,60-40,725000.0,4,27.89,24.33,24.56,24.54,27.89,52.22,76.78,101.32,1,4,2.0,25.5,18.0,17.0
4225,4225,1,6,0,0,1800,1,80-60,1000000.0,3,13.64,23.44,25.48,24.75,13.64,37.08,62.56,87.31,10,1,6.0,41.5,57.5,47.0
4226,4226,1,7,0,0,1650,1,85-60,1000000.0,3,27.74,23.8,24.78,24.5,27.74,51.54,76.32,100.82,11,9,12.0,20.5,39.0,32.5
4227,4227,1,8,0,0,1200,1,85-60,1000000.0,3,23.7,23.11,23.52,,23.7,46.81,70.33,,5,3,6.0,17.5,24.0,34.5
4228,4228,1,9,0,0,1200,1,110-85,2000000.0,1,24.45,23.33,22.8,,24.45,47.78,70.58,,9,12,8.0,28.5,36.0,10.5
4229,4229,0,1,4,0,1400,1,40-0,550000.0,5,13.8,22.31,23.67,24.36,13.8,36.11,59.78,84.14,5,12,8.0,16.5,36.5,32.0
4230,4230,0,2,4,0,1000,1,60-40,725000.0,4,13.3,20.7,23.39,,13.3,34.0,57.39,,5,8,2.0,12.0,25.0,20.5
4231,4231,0,3,0,1,1800,1,40-15,550000.0,5,13.97,23.06,24.17,24.62,13.97,37.03,61.2,85.82,8,13,6.0,40.5,24.0,36.0
4232,4232,0,4,0,1,1200,1,60-40,725000.0,4,23.67,22.48,23.76,,23.67,46.15,69.91,,1,11,4.0,40.5,28.5,10.5
4233,4233,0,5,4,0,1800,1,60-40,725000.0,4,14.31,22.72,23.98,24.5,14.31,37.03,61.01,85.51,4,11,13.0,31.0,17.0,23.5
4234,4234,0,6,4,0,1400,1,60-40,725000.0,4,13.69,22.45,23.49,23.64,13.69,36.14,59.63,83.27,10,2,12.0,55.0,15.0,21.5
4235,4235,0,7,0,1,1200,1,80-60,1000000.0,3,23.81,22.19,23.22,,23.81,46.0,69.22,,6,2,10.0,17.0,54.0,19.5
4236,4236,0,8,4,0,1000,1,100-80,1400000.0,2,13.34,20.75,22.42,,13.34,34.09,56.51,,8,7,1.0,10.5,18.0,122.0
4237,4237,0,9,4,0,1000,1,80-60,1000000.0,3,13.16,21.06,22.81,,13.16,34.22,57.03,,5,6,7.0,12.0,254.0,16.5
4238,4238,0,10,4,0,1400,1,90-70,1400000.0,2,13.56,22.81,23.59,23.33,13.56,36.37,59.96,83.29,2,4,5.0,21.5,42.5,15.0
4239,4239,1,1,2,0,1650,1,40-15,550000.0,5,28.55,25.56,24.56,23.2,28.55,54.11,78.67,101.87,9,7,6.0,12.5,32.5,41.0
4240,4240,1,2,2,0,1200,1,60-40,725000.0,4,23.89,22.59,23.77,,23.89,46.48,70.25,,4,5,1.0,21.5,13.5,14.0
4241,4241,1,3,2,0,1650,1,60-40,725000.0,4,28.22,24.88,24.03,23.92,28.22,53.1,77.13,101.05,2,7,9.0,20.0,17.5,120.5
4242,4242,1,4,2,0,1650,1,60-40,725000.0,4,29.22,24.52,24.78,23.47,29.22,53.74,78.52,101.99,4,12,9.0,88.5,17.5,63.5
4243,4243,1,5,2,0,1200,1,60-40,725000.0,4,24.69,23.23,22.94,,24.69,47.92,70.86,,3,11,2.0,13.0,23.0,22.0
4244,4244,1,6,2,0,1200,1,80-60,1000000.0,3,23.77,22.33,23.44,,23.77,46.1,69.54,,7,5,6.0,13.5,25.5,22.5
4245,4245,1,7,2,0,1000,1,80-60,1000000.0,3,12.74,21.08,23.19,,12.74,33.82,57.01,,2,8,4.0,19.0,17.0,17.0
4246,4246,1,8,2,0,1650,1,80-60,1000000.0,3,28.48,23.7,24.12,23.76,28.48,52.18,76.3,100.06,9,1,2.0,15.5,32.0,34.0
4247,4247,0,1,0,0,1600,1,40-15,550000.0,5,24.7,23.44,25.03,24.05,24.7,48.14,73.17,97.22,10,4,13.0,13.0,18.0,31.0
4248,4248,0,2,0,0,1200,1,60-40,725000.0,4,24.28,22.84,22.77,,24.28,47.12,69.89,,2,8,1.0,10.5,19.5,25.5
4249,4249,0,3,0,0,1400,1,60-40,725000.0,4,13.83,22.5,24.42,23.35,13.83,36.33,60.75,84.1,3,7,5.0,13.5,24.0,16.0
4250,4250,0,4,0,0,1600,1,60-40,725000.0,4,25.56,25.22,24.64,22.8,25.56,50.78,75.42,98.22,14,5,2.0,81.0,25.5,12.0
4251,4251,0,5,0,0,1400,1,80-60,1000000.0,3,13.53,21.38,23.91,23.84,13.53,34.91,58.82,82.66,9,3,1.0,22.0,23.0,40.0
4252,4252,0,6,0,0,1200,1,80-60,1000000.0,3,23.34,22.47,23.64,,23.34,45.81,69.45,,10,12,5.0,13.0,15.5,19.0
4253,4253,0,7,0,0,1400,1,G,8000000.0,11,13.2,22.39,23.78,22.48,13.2,35.59,59.37,81.85,1,3,5.0,12.0,29.0,86.0
4254,4254,0,8,0,0,2000,1,G,16000000.0,11,25.72,24.99,23.81,24.59,25.72,50.71,74.52,99.11,2,1,6.0,10.1,12.0,23.5
4255,4255,0,9,0,0,1800,1,80-55,1000000.0,3,13.91,22.67,24.23,24.11,13.91,36.58,60.81,84.92,1,12,3.0,14.5,23.0,39.0
4256,4256,0,10,0,0,1600,1,100-80,1400000.0,2,25.11,23.64,23.83,22.93,25.11,48.75,72.58,95.51,12,1,11.0,16.0,20.5,46.0
4257,4257,1,1,4,0,1200,1,40-0,550000.0,5,23.45,22.95,23.89,,23.45,46.4,70.29,,5,8,10.0,19.0,26.0,92.0
4258,4258,1,2,4,0,1650,1,60-40,725000.0,4,27.3,23.77,24.62,23.82,27.3,51.07,75.69,99.51,9,3,7.0,12.0,14.0,73.5
4259,4259,1,3,4,0,1200,1,80-60,1000000.0,3,23.83,22.8,22.95,,23.83,46.63,69.58,,5,1,4.0,16.0,11.0,16.0
4260,4260,1,4,4,0,1200,1,60-40,725000.0,4,24.02,22.92,23.35,,24.02,46.94,70.29,,11,12,2.0,65.5,53.5,41.0
4261,4261,1,5,4,0,1800,1,60-35,725000.0,4,14.0,22.55,24.16,25.47,14.0,36.55,60.71,86.18,10,5,9.0,14.0,31.5,21.5
4262,4262,1,6,4,0,1200,1,80-60,1000000.0,3,23.89,22.94,23.03,,23.89,46.83,69.86,,7,4,12.0,16.0,26.0,13.5
4263,4263,1,7,4,0,1650,1,80-60,1000000.0,3,27.45,23.39,24.75,24.01,27.45,50.84,75.59,99.6,3,6,9.0,16.0,264.5,39.0
4264,4264,1,8,4,0,1200,1,100-80,1400000.0,2,23.45,23.16,22.85,,23.45,46.61,69.46,,7,3,10.0,13.5,11.0,42.5
